,app_num,1,pub_num
455,11930261,504906,8087549
456,11697482,505261,8087550
457,12150798,505623,8087551
458,10586833,505898,8087552
459,12417101,506193,8087553
460,11778168,506680,8087554
461,11832385,507215,8087555
462,11944512,507665,8087556
463,11815524,508128,8087557
464,12458304,508459,8087558
465,11554182,508713,8087559
466,12184689,509029,8087560
467,12582649,509420,8087561
468,12489355,509716,8087562
469,13157828,510823,8087563
470,12834246,512866,8087564
471,12206033,513988,8087565
472,12542797,514492,8087566
473,12385608,515294,8087567
474,12112433,515989,8087568
475,12425491,516258,8087569
476,12652249,516811,8087570
477,11659203,517417,8087571
478,12250601,517726,8087572
479,12565002,517982,8087573
480,13019418,518325,8087574
481,12654726,519249,8087575
482,12160916,519600,8087576
483,12298136,519965,8087577
484,12583521,520362,8087578
485,12951692,520620,8087579
486,11782745,520879,8087580
487,12520949,521223,8087581
488,12776949,521608,8087582
489,11082182,522943,8087583
490,12435677,524714,8087584
491,12218395,524980,8087585
492,12442082,525169,8087586
493,12343712,525733,8087587
494,12074238,526005,8087588
495,12254733,531617,8087589
496,12263243,531890,8087590
497,11628847,532280,8087591
498,12403878,532707,8087592
499,12323226,532986,8087593
500,12240116,536011,8087594
501,12732898,536255,8087595
502,12311809,536656,8087596
503,12081112,536950,8087597
504,12490717,537169,8087598
505,12509671,537470,8087599
506,12112600,542114,8087600
507,13014954,542393,8087601
508,12761439,544098,8087602
509,12460592,544351,8087603
510,12061091,544855,8087604
511,12457669,545184,8087605
512,11991442,545360,8087606
513,12947169,545605,8087607
514,12064916,546357,8087608
515,10888297,546661,8087609
516,12358007,546951,8087610
517,11951659,547323,8087611
518,11791012,547767,8087612
519,12960855,548048,8087613
520,12300355,548434,8087614
521,12893223,549085,8087615
522,13013653,549453,8087616
523,12192407,549785,8087617
524,12500419,550213,8087618
525,12182839,550661,8087619
526,11992174,550982,8087620
527,12273075,551309,8087621
528,11536945,551638,8087622
529,12563925,552284,8087623
530,12259150,552576,8087624
531,12207768,553253,8087625
532,12487392,553483,8087626
533,12564994,553799,8087627
534,12413605,554180,8087628
535,11706282,554735,8087629
536,12590294,555568,8087630
537,11089386,555939,8087631
538,12512948,556210,8087632
539,12430947,556736,8087633
540,12656653,557062,8087634
541,11563795,557359,8087635
542,12460371,557817,8087636
543,11918092,558007,8087637
544,12184722,558345,8087638
545,12006174,558673,8087639
546,12751272,559133,8087640
547,12216496,559747,8087641
548,12160810,560025,8087642
549,12632667,560410,8087643
550,12010484,560993,8087644
551,12317843,561174,8087645
552,11367743,561515,8087646
553,12292246,561868,8087647
554,12355217,562182,8087648
555,12075128,562474,8087649
556,10587556,562713,8087650
557,11388834,563273,8087651
558,12188453,563513,8087652
559,12604999,563808,8087653
560,12350623,564326,8087654
561,13036225,564864,8087655
562,12112303,565401,8087656
563,12453677,565731,8087657
564,12774000,566129,8087658
565,11770465,566409,8087659
566,12176804,566709,8087660
567,12442427,567143,8087661
568,12728805,567460,8087662
569,12729205,567837,8087663
570,12493217,568199,8087664
571,12479296,568383,8087665
572,12453864,568538,8087666
573,12691975,569086,8087667
574,12531007,569290,8087668
575,11919583,569558,8087669
576,12320821,569937,8087670
577,12315496,570375,8087671
578,10543224,570821,8087672
579,12225510,571151,8087673
580,11741963,571865,8087674
581,11891801,572460,8087675
582,12383232,572899,8087676
583,12269091,573054,8087677
584,12070116,573673,8087678
585,12869482,574011,8087679
586,11732720,574727,8087680
587,12830298,575243,8087681
588,12525472,575603,8087682
589,12658801,575937,8087683
590,11919467,576401,8087684
591,11919599,576858,8087685
592,12871960,577332,8087686
593,12587901,577620,8087687
594,12855314,577945,8087688
595,12326015,578448,8087689
596,12325122,579117,8087690
597,12997635,579595,8087691
598,12312682,580037,8087692
599,12705209,580622,8087693
600,12430412,580901,8087694
601,12223213,581400,8087695
602,12157559,582004,8087696
603,12310962,582819,8087697
604,12141800,583275,8087698
605,12105541,583553,8087699
606,12413281,583896,8087700
607,12209915,584473,8087701
608,12801956,585475,8087702
609,12105958,585833,8087703
610,12099891,586278,8087704
611,12097495,586532,8087705
612,11919565,586870,8087706
613,12958814,587247,8087707
614,13024439,587593,8087708
615,12928922,588025,8087709
616,12692463,588868,8087710
617,13023611,589078,8087711
618,12399138,589222,8087712
619,12558082,589742,8087713
620,12722520,590274,8087714
621,12381425,590644,8087715
622,12703822,590860,8087716
623,12185243,591244,8087717
624,12293560,591857,8087718
625,12784481,592273,8087719
626,12235754,592679,8087720
627,12542295,593062,8087721
628,12647485,593657,8087722
629,12431097,593907,8087723
630,12538188,594371,8087724
631,12959761,594744,8087725
632,12612456,595257,8087726
633,12088348,596103,8087727
634,12565277,599253,8087728
635,12330892,599749,8087729
636,11913645,600488,8087730
637,12924154,600878,8087731
638,12454601,601296,8087732
639,12330976,601526,8087733
640,12506117,602187,8087734
641,12126148,602564,8087735
642,12472652,603346,8087736
643,12622503,603609,8087737
644,11419607,603953,8087738
645,12566694,604687,8087739
646,12690954,605138,8087740
647,11957911,606453,8087741
648,11958020,606909,8087742
649,12453047,607444,8087743
650,12178948,607748,8087744
651,11789048,608426,8087745
652,12251985,608739,8087746
653,12169171,609059,8087747
654,13017114,609359,8087748
655,11916755,609976,8087749
656,12393102,610526,8087750
657,12778119,610886,8087751
658,12363535,612060,8087752
659,12689910,612389,8087753
660,12537501,612694,8087754
661,12765702,613041,8087755
662,13102091,613459,8087756
663,13046774,613760,8087757
664,11899201,617867,8087758
665,12485997,618340,8087759
666,11855025,618886,8087760
667,12213457,619124,8087761
668,12097502,619434,8087762
669,12276405,619891,8087763
670,12382928,620737,8087764
671,12325949,620992,8087765
672,13122334,621382,8087766
673,11715610,621815,8087767
674,11916059,622099,8087768
675,12721120,622507,8087769
676,12357601,622870,8087770
677,12201039,623227,8087771
678,12352378,623627,8087772
679,12471778,624819,8087773
680,12783342,625050,8087774
681,12452254,625246,8087775
682,12716096,625536,8087776
683,12541445,626320,8087777
684,12399368,627115,8087778
685,12528273,628570,8087779
686,11496167,628859,8087780
687,12232797,629090,8087781
688,11270991,629438,8087782
689,12765578,630269,8087783
690,13012060,630577,8087784
691,12036327,630926,8087785
692,12127127,631210,8087786
693,12209128,631563,8087787
694,12331441,631798,8087788
695,12330617,632096,8087789
696,12539184,632629,8087790
697,12424292,633011,8087791
698,12129398,633334,8087792
699,11980965,633494,8087793
700,12322053,634028,8087794
701,12413997,634440,8087795
702,12724767,634650,8087796
703,12204171,635127,8087797
704,11937638,635728,8087798
705,12286253,636008,8087799
706,12680700,636435,8087800
707,11774323,636715,8087801
708,12151313,636902,8087802
709,12432783,637281,8087803
710,12608782,637443,8087804
711,12144064,637660,8087805
712,12718060,637878,8087806
713,12565729,638082,8087807
714,12633600,638338,8087808
715,12146441,638592,8087809
716,12732137,638859,8087810
717,12004115,639050,8087811
718,12470722,639335,8087812
719,12716443,639694,8087813
720,10793926,640047,8087814
721,12232368,640667,8087815
722,12242200,640958,8087816
723,11946473,641399,8087817
724,12326951,641962,8087818
725,12712776,642478,8087819
726,12946946,642715,8087820
727,12129355,643186,8087821
728,12379840,643716,8087822
729,12193497,644014,8087823
730,11878764,644699,8087824
731,12643163,645190,8087825
732,13165514,645557,8087826
733,11604606,647569,8087827
734,12517246,648510,8087828
735,12799470,648927,8087830
736,10476009,649218,8087831
737,12294162,649697,8087832
738,12448742,650115,8087833
739,12568146,650490,8087834
740,12852878,651257,8087835
741,12638962,651467,8087836
742,12057645,651771,8087837
743,12558570,652120,8087838
744,12078944,653666,8087839
745,12376431,653946,8087840
746,12395726,654155,8087841
747,12164161,654507,8087842
748,12435571,654808,8087843
749,12647184,655687,8087844
750,12125704,656013,8087845
751,12381889,656685,8087846
752,13050874,657181,8087847
753,12199725,657492,8087848
754,12255579,657919,8087849
755,11880468,658420,8087850
756,11741515,658728,8087851
757,12227851,659449,8087852
758,12640031,659832,8087853
759,12552618,660242,8087854
760,13066673,661009,8087855
761,11903295,661298,8087856
762,12719375,661697,8087857
763,10726223,662366,8087858
764,12269547,662785,8087859
765,12134617,663606,8087860
766,12464891,664208,8087861
767,12462586,664414,8087862
768,12158763,664674,8087863
769,12288721,665104,8087864
770,11703075,665452,8087865
771,12364080,665906,8087866
772,12356113,666647,8087867
773,10585743,667940,8087868
774,12405512,668498,8087869
775,12071030,668731,8087870
776,12473352,669052,8087871
777,12729317,669387,8087872
778,12246091,669671,8087873
779,12394588,669866,8087874
780,12286009,670163,8087875
781,12209562,670469,8087876
782,12455914,670809,8087877
783,12453942,672408,8087878
784,12143284,672754,8087879
785,12327266,673049,8087880
786,12276324,673466,8087881
787,12241056,673687,8087882
788,11780736,673856,8087883
789,11606728,674129,8087884
790,11719603,674783,8087885
791,11808793,676688,8087886
792,12210154,676980,8087887
793,12144812,677224,8087888
794,12214074,677470,8087889
795,12017566,677733,8087890
796,12018360,678075,8087891
797,12035793,678256,8087892
798,12418459,678487,8087893
799,12247200,678772,8087894
800,12306579,679099,8087895
801,12306584,679320,8087896
802,12012503,679544,8087897
803,12637950,679972,8087898
804,12433911,680198,8087899
805,12470571,680362,8087900
806,12407962,681015,8087901
807,12278810,686052,8087902
808,12310523,686492,8087903
809,12192022,686766,8087904
810,12016017,687162,8087905
811,11832612,687474,8087906
812,12410720,687760,8087907
813,12394467,688023,8087909
814,11909083,688365,8087910
815,12482208,688787,8087911
816,12007901,689118,8087912
817,12341030,689724,8087913
818,12414179,690116,8087914
819,12442221,690384,8087915
820,11304213,690710,8087916
821,12180847,691800,8087917
822,11949243,692379,8087918
823,12788877,692744,8087919
824,12025375,693063,8087920
825,11648129,693310,8087921
826,12691202,695253,8087922
827,12122518,695498,8087923
828,12835821,696919,8087924
829,12399391,697259,8087925
830,11306437,697468,8087926
831,11605194,698034,8087927
832,12410934,698890,8087928
833,12280735,699543,8087929
834,12543724,699967,8087930
835,11814784,700290,8087931
836,11906994,700699,8087932
837,10589386,700896,8087933
838,12428450,701183,8087934
839,12074124,701654,8087935
840,11537970,703734,8087936
841,12431371,704101,8087937
842,11966439,704372,8087938
843,13028195,705095,8087939
844,12938379,706729,8087940
845,12494319,706898,8087941
846,12289550,707267,8087942
847,12358987,707462,8087943
848,12900553,707839,8087944
849,12531141,708024,8087945
850,12752170,708379,8087946
851,12985519,708640,8087947
852,12224009,708981,8087948
853,12786062,709291,8087949
854,13071481,709674,8087950
855,12949979,710070,8087951
856,12466774,710473,8087952
857,12078496,710749,8087953
858,12161471,711066,8087954
859,12084290,711348,8087955
860,11919507,711878,8087956
861,12854447,712291,8087957
862,12367671,712544,8087958
863,12558282,712751,8087959
864,11906219,713052,8087960
865,12490824,719783,8087961
866,12211230,720078,8087962
867,11553754,720673,8087963
868,11598790,721087,8087964
869,12836050,721500,8087965
870,11568037,721995,8087966
871,12309106,722424,8087967
872,11523353,722711,8087968
873,12210999,724333,8087969
874,11446777,724842,8087970
875,12294735,725085,8087971
876,12627976,725459,8087972
877,12194344,725901,8087973
878,11274170,726605,8087974
879,12478228,726910,8087975
880,12070678,727372,8087976
881,11409904,731951,8087977
882,10986592,737052,8087978
883,11403231,737606,8087979
884,12603107,739053,8087980
885,12152316,740152,8087981
886,13179490,740475,8087982
887,12251411,740884,8087983
888,11232240,741636,8087984
889,12090851,741970,8087985
890,12045950,742872,8087986
891,12931179,743168,8087987
892,10871876,743461,8087988
893,12221495,747618,8087989
894,11875697,747821,8087990
895,10792061,748542,8087991
896,11636196,748927,8087992
897,12340713,749255,8087993
898,12514139,749833,8087994
899,12210824,750205,8087995
900,10655154,752981,8087996
901,11854402,754261,8087998
902,11864439,754570,8087999
903,12106147,755903,8088000
904,12193533,758459,8088001
905,11942301,758995,8088002
906,11861011,760347,8088003
907,11872765,760608,8088004
908,11594296,761428,8088005
909,11157560,762007,8088006
910,11212873,762452,8088007
911,11914726,762757,8088008
912,11934039,763156,8088009
913,12829156,763457,8088010
914,11268447,764313,8088011
915,12322193,764768,8088012
916,12124754,765025,8088013
917,12943789,765376,8088014
918,12261701,767093,8088015
919,12427414,767531,8088016
920,11971403,767758,8088017
921,12972882,768785,8088018
922,12574245,769323,8088019
923,12902342,769765,8088020
924,12409998,770079,8088021
925,12362666,771246,8088022
926,12894706,772903,8088023
927,13047569,773524,8088024
928,12462198,774843,8088025
929,11906730,775523,8088026
930,12581592,776406,8088027
931,12759139,776644,8088028
932,12188404,776883,8088029
933,12325655,777178,8088030
934,12116674,777343,8088031
935,12538942,777692,8088032
936,12518953,778429,8088033
937,12219070,778879,8088034
938,12531574,779225,8088035
939,11992761,779587,8088036
940,12058488,780159,8088037
941,12514833,780439,8088038
942,12652284,780798,8088039
943,12115608,781087,8088040
944,12561782,781384,8088041
945,10581314,781650,8088042
946,12205408,782888,8088043
947,12397061,785497,8088044
948,12700961,785803,8088045
949,13072517,786188,8088046
950,12287491,786882,8088047
951,12688941,787099,8088048
952,12425102,787303,8088049
953,12384452,787530,8088050
954,12662539,788229,8088051
955,12831165,788603,8088052
956,12784836,788923,8088053
957,12906645,789119,8088054
958,12785626,789498,8088055
959,11379824,789779,8088056
960,11307348,790147,8088057
961,11039267,790737,8088058
962,13157631,792587,8088059
963,11560353,792983,8088060
964,12362610,807072,8088061
965,11770406,807491,8088062
966,11001181,807836,8088063
967,11869034,808606,8088064
968,12727571,808930,8088065
969,11923483,809273,8088066
970,10328584,811586,8088067
971,11940089,814480,8088068
972,11958810,815025,8088069
973,12188189,815281,8088070
974,12467899,815684,8088071
975,12245567,817682,8088072
976,10952806,820482,8088073
977,12781105,820871,8088074
978,12514148,821252,8088075
979,10553745,821615,8088076
980,11669767,822011,8088077
981,10545175,822731,8088078
982,11705291,823066,8088079
983,12266452,823704,8088080
984,10908427,824491,8088081
985,11883895,825824,8088082
986,12428028,826101,8088083
987,12043471,826401,8088084
988,11446297,827078,8088085
989,11821365,827441,8088086
990,12150638,827783,8088087
991,12273920,828050,8088088
992,12361753,828446,8088089
993,11530131,828697,8088090
994,12381170,829970,8088091
995,12500192,831350,8088092
996,12501738,832011,8088093
997,12570109,832558,8088094
998,11704115,832875,8088095
999,12162052,835477,8088096
1000,12274617,835775,8088097
1001,12145754,840612,8088098
1002,12592435,840945,8088099
1003,11584093,842263,8088100
1004,11925357,843121,8088101
1005,12258883,855200,8088102
1006,12611796,856300,8088103
1007,11888013,856692,8088104
1008,12186616,857711,8088105
1009,12511886,857941,8088106
1010,12077093,858125,8088107
1011,12545829,858435,8088108
1012,11900366,858801,8088109
1013,12690365,859178,8088110
1014,12065512,859629,8088111
1015,11573929,859924,8088112
1016,11913885,860223,8088113
1017,12079091,860467,8088114
1018,12752826,860634,8088115
1019,12752890,864470,8088116
1020,11258525,868307,8088117
1021,12157867,869530,8088118
1022,11838692,869815,8088119
1023,11896716,871524,8088120
1024,11573549,871742,8088121
1025,11828236,872137,8088122
1026,12524566,872454,8088123
1027,11625213,872970,8088124
1028,12968049,873424,8088125
1029,11891838,874319,8088126
1030,12463304,875000,8088127
1031,10808764,883188,8088128
1032,12628711,883787,8088129
1033,12474802,884170,8088130
1034,12586571,899967,8088131
1035,11793892,900937,8088132
1036,11912426,902763,8088133
1037,12232118,903279,8088134
1038,12707171,903592,8088135
1039,12023453,904219,8088136
1040,11910473,904704,8088137
1041,11337708,905080,8088138
1042,11058167,905577,8088139
1043,12475389,905855,8088140
1044,12386334,912111,8088141
1045,11895814,912468,8088142
1046,10994519,912958,8088143
1047,11244944,913592,8088144
1048,11544793,917721,8088145
1049,10867400,919778,8088146
1050,12061556,920339,8088147
1051,11678713,921757,8088148
1052,12297874,921981,8088149
1053,12322570,922462,8088150
1054,12942444,922931,8088151
1055,12231322,923238,8088152
1056,11508250,923876,8088153
1057,12059241,924129,8088154
1058,08878908,924493,8088155
1059,10680805,925876,8088156
1060,11731882,926247,8088157
1061,10324367,931229,8088158
1062,10832159,932101,8088159
1063,12455521,932746,8088160
1064,11193781,934310,8088161
1065,12460907,935418,8088162
