,app_num,1,pgpub_num
402,14791396,91634,20170000403
403,15170560,91759,20170000404
404,15204254,92174,20170000405
405,14778468,92398,20170000406
406,15113775,92742,20170000407
407,14789125,93055,20170000408
408,15215851,93267,20170000409
409,15265902,93600,20170000410
410,15266067,93880,20170000411
411,15106928,94179,20170000412
412,15264880,94412,20170000413
413,15114279,94818,20170000414
414,14790719,95005,20170000415
415,15201149,95342,20170000416
416,15259406,95655,20170000417
417,15266960,96109,20170000418
418,15106688,96494,20170000419
419,15104784,96767,20170000420
420,15125934,97094,20170000421
421,15245571,97322,20170000422
422,15194122,97621,20170000423
423,14755267,97838,20170000424
424,15202386,98025,20170000425
425,15260288,98276,20170000426
426,15269028,98884,20170000427
427,15102597,99175,20170000428
428,15104250,99355,20170000429
429,14754810,99545,20170000430
430,15196658,99758,20170000431
431,15125580,99903,20170000432
432,15184283,100220,20170000433
433,15184346,100489,20170000434
434,15195254,100698,20170000435
435,15195627,100967,20170000436
436,14788238,101266,20170000437
437,14789585,101513,20170000438
438,15264273,101835,20170000439
439,14788033,102056,20170000440
440,15200083,102310,20170000441
441,15105329,102549,20170000442
442,15190514,102797,20170000443
443,15190541,102941,20170000444
444,15125592,103085,20170000445
445,15193823,103325,20170000446
446,14755597,103641,20170000447
447,14788180,103824,20170000448
448,15184377,104002,20170000449
449,15254633,104236,20170000450
450,15039760,104580,20170000451
451,15101071,104793,20170000452
452,15066290,104977,20170000453
453,15269581,105089,20170000454
454,15268899,105460,20170000455
455,15199019,105626,20170000456
456,15213337,105781,20170000457
457,15056567,105956,20170000458
458,15169088,106349,20170000459
459,15268918,106500,20170000460
460,14788137,106622,20170000461
461,14755969,107023,20170000462
462,15125559,107244,20170000463
463,15125805,107434,20170000464
464,15267753,107655,20170000465
465,15024631,107859,20170000466
466,15265114,108041,20170000467
467,15266500,108273,20170000468
468,15265183,108524,20170000469
469,14791095,108754,20170000470
470,15200416,108878,20170000471
471,15038882,109018,20170000472
472,14790570,109223,20170000473
473,15267769,109384,20170000474
474,14790227,109750,20170000475
475,15256815,109853,20170000476
476,15201234,110272,20170000477
477,15208341,110602,20170000478
478,15264645,110912,20170000479
479,13798369,111219,20170000480
480,14755347,112121,20170000481
481,15113025,112237,20170000482
482,15267831,112502,20170000483
483,15104667,112683,20170000484
484,15269154,112913,20170000485
485,14790105,113150,20170000486
486,15268684,113311,20170000487
487,15268694,113467,20170000488
488,15268705,113629,20170000489
489,15268709,113791,20170000490
490,15268724,113953,20170000491
491,15268740,114115,20170000492
492,15195180,114277,20170000493
493,15266617,114511,20170000494
494,15106262,114814,20170000495
495,15267207,115075,20170000496
496,15100239,115316,20170000497
497,15100252,115565,20170000498
498,15200582,115913,20170000499
499,15264730,116124,20170000500
500,15265875,116398,20170000501
501,15201835,116595,20170000502
502,14788052,116718,20170000503
503,15100229,116983,20170000504
504,15100256,117282,20170000505
505,15197304,117611,20170000506
506,15267750,117742,20170000507
507,15199136,118045,20170000508
508,15264435,118234,20170000509
509,15264883,118435,20170000510
510,14361233,118671,20170000511
511,14788599,118819,20170000512
512,14789744,119002,20170000513
513,15265959,119166,20170000514
514,15269175,119342,20170000515
515,15177439,119518,20170000516
516,15091580,119738,20170000517
517,15198899,119862,20170000518
518,14788172,120028,20170000519
519,15125560,120153,20170000520
520,15264689,120384,20170000521
521,15207392,120667,20170000522
522,15100249,121067,20170000523
523,15114099,121292,20170000524
524,13986218,121487,20170000525
525,15267265,121731,20170000526
526,15245664,122130,20170000527
527,15264205,122379,20170000528
528,15268995,122541,20170000529
529,15104460,122758,20170000530
530,15265444,122921,20170000531
531,15268429,123229,20170000532
532,15194108,123475,20170000533
533,15194953,123774,20170000534
534,15241827,123937,20170000535
535,15198725,124152,20170000536
536,15194016,124435,20170000537
537,15045209,124629,20170000538
538,15268439,124871,20170000539
539,15202055,125132,20170000540
540,15177430,125283,20170000541
541,15177456,125652,20170000542
542,14790465,125992,20170000543
543,15012366,126154,20170000544
544,15240589,126361,20170000545
545,15113054,126493,20170000546
546,15267656,126656,20170000547
547,15265142,127123,20170000548
548,14754855,127319,20170000549
549,15265049,127454,20170000550
550,15267187,127693,20170000551
551,14788468,127871,20170000552
552,15177449,128120,20170000553
553,15177466,128336,20170000554
554,15262598,128545,20170000555
555,15265626,128697,20170000556
556,15267373,128873,20170000557
557,15268557,129055,20170000558
558,15264244,129261,20170000559
559,15145719,129497,20170000560
560,15267500,129772,20170000561
561,14789462,129923,20170000562
562,15039771,130133,20170000563
563,15100215,130366,20170000564
564,15100241,130685,20170000565
565,15100258,130911,20170000566
566,15107401,131285,20170000567
567,15196151,131773,20170000568
568,15264469,132040,20170000569
569,15266529,132303,20170000570
570,15102559,132565,20170000571
571,15195039,132945,20170000572
572,15269155,133313,20170000573
573,15125679,133566,20170000574
574,15125683,133844,20170000575
575,15267865,134083,20170000576
576,15266691,134382,20170000577
577,15191713,134667,20170000578
578,15198780,134916,20170000579
579,15125581,135045,20170000580
580,14755654,135481,20170000581
581,15105429,135812,20170000582
582,15198998,135933,20170000583
583,15252479,136304,20170000584
584,15165694,136505,20170000585
585,14790374,136656,20170000586
586,15259000,136749,20170000587
587,15188265,136930,20170000588
588,15269370,137089,20170000589
589,15106665,137512,20170000590
590,14837449,137650,20170000591
591,15113117,137954,20170000592
592,15104687,138144,20170000593
593,14908479,138416,20170000594
594,14788796,138554,20170000595
595,15264269,138644,20170000596
596,15196439,138857,20170000597
597,15114107,139016,20170000598
598,15269055,139229,20170000599
599,15040460,139648,20170000600
600,15266881,139965,20170000601
601,15125916,140282,20170000602
602,15199743,140537,20170000603
603,15199748,140696,20170000604
604,15266924,140892,20170000605
605,15197905,141071,20170000606
606,15197893,141280,20170000607
607,15200929,141405,20170000608
608,15144127,141655,20170000609
609,15193794,142000,20170000610
610,15264250,142159,20170000611
611,14755587,142394,20170000612
612,15106995,142565,20170000613
613,15264434,142830,20170000614
614,15264488,143033,20170000615
615,14755419,143236,20170000616
616,15202364,143386,20170000617
617,15213935,143620,20170000618
618,15266062,143906,20170000619
619,15213592,144155,20170000620
620,15264758,144363,20170000621
621,14790866,144587,20170000622
622,15195874,144730,20170000623
623,15199458,144960,20170000624
624,15226686,145144,20170000625
625,15267714,145345,20170000626
626,14754727,146388,20170000627
627,15264780,146548,20170000628
628,15170772,146787,20170000629
629,14755683,147071,20170000630
630,15268669,147277,20170000631
631,15100004,147471,20170000632
632,15227757,147639,20170000633
633,15197089,147884,20170000634
634,14522582,148317,20170000635
635,15037572,148451,20170000636
636,15267520,148609,20170000637
637,15264753,148902,20170000638
638,14788010,149058,20170000639
639,15179806,149212,20170000640
640,15200463,149413,20170000641
641,15113192,149612,20170000642
642,15125906,149766,20170000643
643,15268861,149964,20170000644
644,15227410,150322,20170000645
645,15104974,150603,20170000646
646,15183658,150748,20170000647
647,15107376,151022,20170000648
648,14973508,151247,20170000649
649,15201755,151425,20170000650
650,14789569,151613,20170000651
651,14545892,151903,20170000652
652,13940616,152073,20170000653
653,15265903,152223,20170000654
654,15194892,152603,20170000655
655,15186813,152737,20170000656
656,15186817,153001,20170000657
657,15186866,153265,20170000658
658,15185050,153529,20170000659
659,14755090,153838,20170000660
660,15186820,154040,20170000661
661,15154535,154300,20170000662
662,14755810,154545,20170000663
663,15234827,154687,20170000664
664,15265106,154995,20170000665
665,14755628,155280,20170000666
666,14788084,155434,20170000667
667,15102549,155537,20170000668
668,15259679,155797,20170000669
669,15259002,156185,20170000670
670,15194876,156479,20170000671
671,15196465,156822,20170000672
672,15196504,157103,20170000673
673,15202508,157348,20170000674
674,15198522,157542,20170000675
675,15269562,157781,20170000676
676,14977258,157942,20170000677
677,15200673,158361,20170000678
678,15251148,158665,20170000679
679,15266967,158790,20170000680
680,14788430,159026,20170000681
681,15125847,159181,20170000682
682,15269435,159407,20170000683
683,15265853,159703,20170000684
684,14755573,159868,20170000685
685,15266465,160108,20170000686
686,15266521,160370,20170000687
687,15179898,160623,20170000688
688,15263754,160793,20170000689
689,15202539,160968,20170000690
690,14791413,161250,20170000691
691,15250727,161353,20170000692
692,15194010,161550,20170000693
693,14790672,161725,20170000694
694,15197842,161880,20170000695
695,15268922,162346,20170000696
696,15264285,162984,20170000697
697,15264300,163835,20170000698
698,15267185,164521,20170000699
699,15264660,165073,20170000700
700,14755138,165776,20170000701
701,15188213,166018,20170000702
702,15266446,166360,20170000703
703,15188187,166660,20170000704
704,15104117,166867,20170000705
705,15106651,167422,20170000706
706,15193840,167677,20170000707
707,15264979,167901,20170000708
708,15201898,168256,20170000709
709,15100039,168786,20170000710
710,15268905,169051,20170000711
711,14901979,169524,20170000712
712,15188506,169926,20170000713
713,15113692,170268,20170000714
714,15114135,170607,20170000715
715,14789566,170892,20170000716
716,15197241,171207,20170000717
717,15267437,171587,20170000718
718,15267457,171970,20170000719
719,15107399,172338,20170000720
720,15193214,172603,20170000721
721,15125800,172934,20170000722
722,15173113,173204,20170000723
723,15266951,173685,20170000724
724,15151174,173934,20170000725
725,14992442,174386,20170000726
726,15104284,174765,20170000727
727,15091148,174980,20170000728
728,15125542,175391,20170000729
729,15269444,175680,20170000730
730,15113165,176023,20170000731
731,15198728,176209,20170000732
732,15268441,176641,20170000733
733,15198836,177078,20170000734
734,15266843,177282,20170000735
735,15198775,177560,20170000736
736,15269456,177767,20170000737
737,15200086,177933,20170000738
738,15265263,178152,20170000739
739,14782618,178475,20170000740
740,15106476,178834,20170000741
741,15215910,179262,20170000742
742,15199021,179568,20170000743
743,15103850,179749,20170000744
744,15200397,180054,20170000745
745,15265350,180376,20170000746
746,15174089,180600,20170000747
747,15266492,180779,20170000748
748,15016126,180996,20170000749
749,15265983,181673,20170000750
750,15113114,181798,20170000751
751,15113714,182048,20170000752
752,15113658,182315,20170000753
753,15163194,182543,20170000754
754,15196420,182786,20170000755
755,15268060,183086,20170000756
756,15107398,183283,20170000757
757,15269143,183481,20170000758
758,15114181,183820,20170000759
759,15201065,184038,20170000760
760,15039496,184179,20170000761
761,15269364,184384,20170000762
762,15243171,184684,20170000763
763,15200419,184915,20170000764
764,15200335,185201,20170000765
765,15268137,185394,20170000766
766,15114874,186071,20170000767
767,15269584,186304,20170000768
768,15266596,186571,20170000769
769,15197091,186764,20170000770
770,15195265,187053,20170000771
771,15237801,187167,20170000772
772,14791280,187375,20170000773
773,15262902,187558,20170000774
774,15125562,187744,20170000775
775,14791462,187908,20170000776
776,15206183,188058,20170000777
777,15101155,188360,20170000778
778,15018302,188618,20170000779
779,15206125,188909,20170000780
780,15205676,189154,20170000781
781,15016831,189399,20170000782
782,15193514,189534,20170000783
783,15102431,189910,20170000784
784,15209594,190169,20170000785
785,15267025,190462,20170000786
786,15012428,190779,20170000787
787,15169850,191123,20170000788
788,15266802,191386,20170000789
789,15269114,191614,20170000790
790,15264527,192001,20170000791
791,14879151,192210,20170000792
792,15091813,192416,20170000793
793,15105661,192831,20170000794
794,15114058,193063,20170000795
795,15203424,193433,20170000796
796,15268378,193648,20170000797
797,15115089,193850,20170000798
798,15107292,194043,20170000799
799,15269069,194361,20170000800
800,15173946,194626,20170000801
801,15150293,194820,20170000802
802,15257727,195059,20170000803
803,15192516,195366,20170000804
804,15268810,195756,20170000805
805,15207694,195982,20170000806
806,15197491,196296,20170000807
807,15207902,196596,20170000808
808,15197269,196759,20170000809
809,15106427,197057,20170000810
810,15216974,197362,20170000811
811,15100302,197799,20170000812
812,15266165,198209,20170000813
813,15266388,198543,20170000814
814,15060492,198877,20170000815
815,15102818,199292,20170000816
816,15100187,199680,20170000817
817,15198588,199963,20170000818
818,15200960,200110,20170000819
819,15213289,200377,20170000820
820,15267220,200748,20170000821
821,15268615,201016,20170000822
822,15265570,201182,20170000823
823,15268197,201434,20170000824
824,15267417,201786,20170000825
825,15201395,201994,20170000826
826,15175777,202295,20170000827
827,15272763,202706,20170000828
828,15193182,202941,20170000829
829,15200498,203106,20170000830
830,15110769,203585,20170000831
831,15121517,203883,20170000832
832,15245552,204136,20170000833
833,15106409,204592,20170000834
834,14996271,204939,20170000835
835,15197740,205078,20170000836
836,15197745,205653,20170000837
837,15100104,206198,20170000838
838,15267448,206521,20170000839
839,15103389,206812,20170000840
840,15242472,206944,20170000841
841,14758991,207239,20170000842
842,15272873,207567,20170000843
843,15198050,207850,20170000844
844,15265784,208030,20170000845
845,15229534,208237,20170000846
846,15265155,208506,20170000847
847,15270186,208910,20170000848
848,15106467,209142,20170000849
849,15106806,209564,20170000850
850,15208424,209712,20170000851
851,15113035,210031,20170000852
852,15196116,210264,20170000853
853,15146835,210889,20170000854
854,14724649,211363,20170000855
855,15240859,211525,20170000856
856,15114080,212246,20170000857
857,15272522,212478,20170000858
858,15212833,212737,20170000859
859,15270970,213036,20170000860
860,15105434,213249,20170000861
861,15125833,213678,20170000862
862,15260286,213928,20170000863
863,15269849,214112,20170000864
864,15012540,214483,20170000865
865,15104858,214812,20170000866
866,15125882,215082,20170000867
867,15200751,215272,20170000868
868,15200999,215615,20170000869
869,15206488,215854,20170000870
870,15271122,216155,20170000871
871,15268276,216444,20170000872
872,15125612,216660,20170000873
873,15197369,216847,20170000874
874,15100273,216991,20170000875
875,15114298,217220,20170000876
876,15107074,217475,20170000877
877,15232736,217752,20170000878
878,15212930,217973,20170000879
879,15267829,218390,20170000880
880,15211362,218756,20170000881
881,15264890,219058,20170000882
882,15105160,219257,20170000883
883,15117913,219525,20170000884
884,15176106,220012,20170000885
885,15189853,220256,20170000886
886,15105834,220703,20170000887
887,15174267,221048,20170000888
888,15100015,221501,20170000889
889,15113710,221719,20170000890
890,15172159,222082,20170000891
891,15269171,222436,20170000892
892,15177269,223137,20170000893
893,15113009,223484,20170000894
894,15168001,223738,20170000895
895,15270542,223973,20170000896
896,15188843,224549,20170000897
897,15270430,224846,20170000898
898,15039770,225131,20170000899
899,15171732,225532,20170000900
900,15266894,225911,20170000901
901,15125771,226533,20170000902
902,15100111,226720,20170000903
903,15067638,227198,20170000904
904,14788118,227619,20170000905
905,14788064,227857,20170000906
906,15265212,228095,20170000907
907,15100270,228292,20170000908
908,15211995,228517,20170000909
909,15126103,228922,20170000910
910,14798258,229391,20170000911
911,15140572,229640,20170000912
912,15200346,229857,20170000913
913,14788316,230099,20170000914
914,15198455,230224,20170000915
915,14790827,230432,20170000916
916,14790851,230769,20170000917
917,15266620,231149,20170000918
918,15259213,231480,20170000919
919,15106255,231836,20170000920
920,15268717,231979,20170000921
921,15269541,232419,20170000922
922,15269404,232889,20170000923
923,15100222,233237,20170000924
924,15258387,233642,20170000925
925,15125814,233992,20170000926
926,15267026,234445,20170000927
927,15102450,234726,20170000928
928,15266934,235037,20170000929
929,15170618,235690,20170000930
930,15083489,236000,20170000931
931,14572843,236380,20170000932
932,14788198,236576,20170000933
933,15106318,236710,20170000934
934,15114264,236853,20170000935
935,15263582,237198,20170000936
936,15113162,237496,20170000937
937,15199204,237769,20170000938
938,15267312,238236,20170000939
939,15039992,238519,20170000940
940,15269237,238849,20170000941
941,15106853,239223,20170000942
942,15266468,239423,20170000943
943,15267060,239728,20170000944
944,15113613,239993,20170000945
945,15199274,240158,20170000946
946,15268252,240577,20170000947
947,15234849,240829,20170000948
948,15179466,241020,20170000949
949,15268549,241149,20170000950
950,15244056,241592,20170000951
951,15266023,241849,20170000952
952,15101730,242018,20170000953
953,15039776,242243,20170000954
954,15113278,242493,20170000955
955,14791453,242808,20170000956
956,15266389,242953,20170000957
957,15269196,243336,20170000958
958,15200534,243656,20170000959
959,15265428,243942,20170000960
960,15269102,244178,20170000961
961,15269249,244471,20170000962
962,15205166,244766,20170000963
963,15105608,244977,20170000964
964,15199158,245236,20170000965
965,15266512,245466,20170000966
966,15265735,245753,20170000967
967,15125761,246204,20170000968
968,15264296,246497,20170000969
969,15113104,246766,20170000970
970,15268687,247050,20170000971
971,15267699,247349,20170000972
972,15265042,247590,20170000973
973,15038937,247788,20170000974
974,15174971,248093,20170000975
975,15254307,248317,20170000976
976,15196946,248841,20170000977
977,15105267,249206,20170000978
978,15229338,249382,20170000979
979,15197667,249716,20170000980
980,14755609,249879,20170000981
981,14960484,250149,20170000982
982,15269583,250400,20170000983
983,15257387,250631,20170000984
984,15268915,250985,20170000985
985,15265259,251303,20170000986
986,15269472,251660,20170000987
987,15267541,252064,20170000988
988,15220017,252210,20170000989
989,14755534,252422,20170000990
990,14754967,252797,20170000991
991,14754991,252992,20170000992
992,15189000,253176,20170000993
993,15125728,253445,20170000994
994,15267537,253719,20170000995
995,14341271,253902,20170000996
996,14791466,254117,20170000997
